dg_id,player_name,country,event_name,current_round,dk_id,dk_salary,fd_id,fd_salary,yh_id,yh_salary,early_late,last_updated,primary_tour,datagolf_rank,owgr_rank,dg_skill_estimate,make_cut_baseline,top_10_baseline,top_20_baseline,top_5_baseline,win_baseline,baseline_pred,timing_adjustment,age_adjustment,strokes_gained_category_adjustment,course_experience_adjustment,course_history_adjustment,total_course_history_adjustment,total_fit_adjustment,driving_accuracy_adjustment,driving_distance_adjustment,other_fit_adjustment,final_pred,bet365
20519,"Tarren, Callum",ENG,Fortinet Championship,1,19187024,6300,64033-107347,7300,golf.p.21340,20.0,1,2021-09-15 16:44:17 UTC,KFT,215.0,437.0,-0.340572072822237,0.4347,0.039425,0.09305,0.017025,0.00235,-0.3511052488291261,-0.00317805276351263,0.0060795446689045395,-0.00407958553522067,-0.04,0.0,-0.04,0.024061002923436,-0.0200833215122213,0.0105322147728636,0.0336121096627937,-0.36822233953551897,301.0
13126,"Taylor, Nick",CAN,Fortinet Championship,1,19186951,7300,64033-78889,9600,golf.p.4027,26.0,0,2021-09-15 16:44:17 UTC,PGA,131.0,180.0,0.0610912031332684,0.509,0.062825,0.13545,0.029425,0.0046,0.0521250522433171,0.00477023700618449,-0.00263701766656751,-0.11530410654252499,0.068,0.0153085399054117,0.0833085399054117,0.010624019477232929,0.009591971207139359,-0.00296124275634344,0.00399329102643701,0.0328867244230535,126.0
6930,"Taylor, Vaughn",USA,Fortinet Championship,1,19187042,6100,64033-78890,7200,golf.p.994,20.0,0,2021-09-15 16:44:17 UTC,PGA,221.0,297.0,-0.355597479190395,0.376075,0.02205,0.0591,0.00975,0.00105,-0.36754549751873405,-0.00849319184513442,-0.0447670689546826,-0.31300694287711894,0.012,-0.00381775010315466,0.00818224989684534,0.0056262203764305945,0.0258106858236674,-0.0299775475102974,0.009793082063060591,-0.7200042309223941,401.0
23014,"Theegala, Sahith",USA,Fortinet Championship,1,19186946,7400,64033-79759,8900,golf.p.21421,20.0,0,2021-09-15 16:44:17 UTC,KFT,130.0,442.0,0.06114713092322701,0.533025,0.0801,0.16245,0.038525,0.005825,0.0525100642236496,0.0273411866372762,0.0310670233639246,-0.0255826860545428,-0.016,0.031456935948643,0.015456935948643,-0.03487111803935759,-0.0290471273283849,0.0024762959971586103,-0.0083002867081313,0.06592140607959299,111.0
19395,"Thompson, Curtis",USA,Fortinet Championship,1,19187037,6200,64033-155106,7000,golf.p.18612,20.0,1,2021-09-15 16:44:17 UTC,KFT,381.0,300.0,-0.894542715718987,0.337025,0.01675,0.04435,0.005475,0.00055,-0.8988781712090309,0.0295549730159941,0.0136338986929805,-0.0133228440443198,-0.04,0.0,-0.04,0.051352198019109396,-0.0314381588676653,0.0114467645602536,0.0713435923265211,-0.8576599455252671,401.0
12946,"Thompson, Michael",USA,Fortinet Championship,1,19186973,6900,64033-78897,8400,golf.p.9607,26.0,1,2021-09-15 16:44:17 UTC,PGA,123.0,148.0,0.110211381355535,0.527225,0.0739,0.153675,0.034925,0.005475,0.0973374432153851,0.00876115966380937,-0.012806340391285,0.00206336864317213,0.035,0.0186307619927183,0.0536307619927183,0.013588786551095381,0.0304633004367118,-0.0148880564759223,-0.00198645740969412,0.162575179674895,176.0
12425,"Todd, Brendon",USA,Fortinet Championship,1,19186925,8400,64033-78904,10400,golf.p.9270,36.0,1,2021-09-15 16:44:17 UTC,PGA,73.0,81.0,0.43013922967656204,0.574,0.102625,0.2001,0.0514,0.0094,0.419501780525566,0.01789297043847,-0.0119346841577378,-0.0628169967431863,-0.016,0.00133939187130989,-0.0146606081286901,0.008938408178354399,0.0630732416575895,-0.0326109030709133,-0.0215239304083218,0.356920870112776,81.0
7236,"Trahan, D.J.",USA,Fortinet Championship,1,19187043,6100,64033-78909,7000,golf.p.2267,20.0,0,2021-09-15 16:44:17 UTC,,,,,0.253025,0.006325,0.0206,0.002,0.0003,-1.35531190025988,-0.0849195899700543,-0.0279150484394368,0.0677089978583107,-0.027999999999999997,0.0445611135855944,0.0165611135855944,0.04037110901084659,-0.0158079622182795,-0.00425305032978001,0.0604321215589061,-1.3435053182146202,501.0
15634,"Trainer, Martin",USA,Fortinet Championship,1,19187058,6000,64033-78910,7000,golf.p.11845,20.0,1,2021-09-15 16:44:17 UTC,,,,,0.127975,0.000975,0.0045,0.000225,0.0,-2.2411162532421,0.0528524861184705,0.00782285713599906,-0.0876985376663344,0.008,0.0319257505994822,0.0399257505994822,0.058627357779486286,-0.0611433302915325,0.0118250931673748,0.10794559490364398,-2.16958633927499,1501.0
14013,"Tringale, Cameron",USA,Fortinet Championship,1,19186914,9700,64033-78913,11000,golf.p.10182,39.0,1,2021-09-15 16:44:17 UTC,PGA,36.0,72.0,0.9971627047236079,0.652275,0.15825,0.28285,0.083825,0.01655,0.9852998308602159,0.0188077276550649,-0.00467088221151091,-0.222190750330657,0.10400000000000001,0.0145059954190476,0.118505995419048,-0.051624088978837905,4.5733279179687103e-05,0.00253924161351251,-0.0542090638715301,0.8441278324133229,46.0
13127,"Tway, Kevin",USA,Fortinet Championship,1,19186993,6600,64033-78918,7900,golf.p.9713,20.0,1,2021-09-15 16:44:17 UTC,PGA,197.0,501.0,-0.21935970373391503,0.465425,0.0487,0.1112,0.021975,0.00355,-0.22710322511813197,0.0532444311011945,-0.00147480935517125,-0.0196521069978804,0.055999999999999994,0.017889350946881,0.073889350946881,-0.006642545595027697,-0.0393650341429773,0.0198585170999401,0.0128639714480095,-0.12773890501813498,251.0
11357,"Uihlein, Peter",USA,Fortinet Championship,1,19186970,6900,64033-78919,8700,golf.p.8623,20.0,1,2021-09-15 16:44:17 UTC,PGA,156.0,240.0,-0.0747203243869547,0.4828,0.05405,0.12055,0.024,0.003425,-0.0821340949579455,0.006432077087367929,0.00230236765686667,-0.0353060659851631,-0.004,-0.0684421453962295,-0.0724421453962295,-0.061765419237023625,-0.0620593650122366,0.0102612766836673,-0.00996733090845432,-0.242913280832127,201.0
